white_rating,black_rating,opening_name,opening_eco,time_control,num_moves,result,rating_diff,avg_rating,higher_rated_won
1655,1578,Slav Defense,D10,Rapid,27,black,77,1616.5,False
1388,1444,Italian Game,C50,Rapid,82,draw,-56,1416.0,False
1232,1366,French Defense,C00,Bullet,58,black,-134,1299.0,True
1503,1501,Sicilian Defense,B20,Bullet,58,black,2,1502.0,False
1410,1455,Scandinavian Defense,B01,Blitz,44,black,-45,1432.5,True
1195,1347,Scandinavian Defense,B01,Rapid,63,black,-152,1271.0,True
2115,1808,London System,D02,Blitz,20,white,307,1961.5,True
2036,1768,Queen's Gambit,D06,Blitz,41,white,268,1902.0,True
1841,1671,Queen's Gambit,D06,Rapid,36,white,170,1756.0,True
1224,1362,Pirc Defense,B07,Bullet,24,black,-138,1293.0,True
1757,1629,London System,D02,Blitz,44,draw,128,1693.0,False
1692,1596,Sicilian Defense,B20,Bullet,58,black,96,1644.0,False
1633,1567,Scandinavian Defense,B01,Rapid,25,white,66,1600.0,True
1875,1688,London System,D02,Blitz,54,white,187,1781.5,True
1691,1596,King's Indian Defense,E60,Bullet,55,draw,95,1643.5,False
1722,1611,English Opening,A10,Bullet,20,white,111,1666.5,True
1691,1595,Sicilian Defense,B20,Rapid,24,white,96,1643.0,True
1602,1551,Sicilian Defense,B20,Rapid,22,white,51,1576.5,True
965,1233,Sicilian Defense,B20,Blitz,42,black,-268,1099.0,True
1525,1512,Italian Game,C50,Bullet,37,black,13,1518.5,False
1333,1416,Pirc Defense,B07,Classical,20,white,-83,1374.5,False
1116,1308,English Opening,A10,Rapid,48,white,-192,1212.0,False
2005,1753,London System,D02,Blitz,64,black,252,1879.0,False
2019,1760,Queen's Gambit,D06,Blitz,64,white,259,1889.5,True
1908,1704,Pirc Defense,B07,Classical,56,white,204,1806.0,True
1577,1539,Ruy Lopez,C60,Classical,64,draw,38,1558.0,False
1905,1702,Slav Defense,D10,Blitz,56,black,203,1803.5,False
1504,1502,Sicilian Defense,B20,Blitz,38,white,2,1503.0,True
1561,1531,Sicilian Defense,B20,Blitz,35,draw,30,1546.0,False
1172,1336,Sicilian Defense,B20,Rapid,48,white,-164,1254.0,False
1619,1559,London System,D02,Blitz,29,white,60,1589.0,True
1518,1509,Queen's Gambit,D06,Bullet,50,draw,9,1513.5,False
1109,1304,Caro-Kann Defense,B10,Bullet,66,black,-195,1206.5,True
1485,1493,Caro-Kann Defense,B10,Classical,31,black,-8,1489.0,True
1476,1488,London System,D02,Rapid,41,black,-12,1482.0,True
2039,1769,French Defense,C00,Classical,22,white,270,1904.0,True
1768,1634,Sicilian Defense,B20,Blitz,46,draw,134,1701.0,False
1503,1501,French Defense,C00,Rapid,40,draw,2,1502.0,False
1575,1538,Queen's Gambit,D06,Rapid,48,black,37,1556.5,False
1513,1506,Scandinavian Defense,B01,Blitz,34,draw,7,1509.5,False
1439,1469,London System,D02,Bullet,50,black,-30,1454.0,True
1175,1337,Italian Game,C50,Classical,53,black,-162,1256.0,True
1455,1478,London System,D02,Bullet,25,white,-23,1466.5,False
1276,1388,Sicilian Defense,B20,Blitz,38,white,-112,1332.0,False
1125,1313,English Opening,A10,Blitz,51,white,-188,1219.0,False
1653,1576,French Defense,C00,Blitz,61,white,77,1614.5,True
1617,1558,Queen's Gambit,D06,Bullet,58,white,59,1587.5,True
964,1232,Caro-Kann Defense,B10,Rapid,36,white,-268,1098.0,False
1463,1481,Queen's Gambit,D06,Bullet,21,black,-18,1472.0,True
1799,1650,London System,D02,Rapid,59,white,149,1724.5,True
1818,1659,Pirc Defense,B07,Bullet,32,black,159,1738.5,False
1808,1654,London System,D02,Blitz,40,black,154,1731.0,False
1512,1506,Caro-Kann Defense,B10,Rapid,61,white,6,1509.0,True
1246,1373,King's Indian Defense,E60,Bullet,35,white,-127,1309.5,False
1175,1338,Caro-Kann Defense,B10,Bullet,31,black,-163,1256.5,True
1603,1551,London System,D02,Rapid,62,white,52,1577.0,True
1614,1557,King's Indian Defense,E60,Bullet,41,white,57,1585.5,True
1886,1693,Caro-Kann Defense,B10,Bullet,22,black,193,1789.5,False
1830,1665,French Defense,C00,Blitz,36,white,165,1747.5,True
1460,1480,French Defense,C00,Classical,29,black,-20,1470.0,True
1127,1314,King's Indian Defense,E60,Blitz,47,black,-187,1220.5,True
1404,1452,Scandinavian Defense,B01,Blitz,62,black,-48,1428.0,True
1565,1532,Caro-Kann Defense,B10,Classical,63,black,33,1548.5,False
1439,1469,London System,D02,Blitz,69,black,-30,1454.0,True
1327,1414,London System,D02,Blitz,26,black,-87,1370.5,True
1576,1538,Caro-Kann Defense,B10,Blitz,45,white,38,1557.0,True
1349,1425,Slav Defense,D10,Blitz,50,draw,-76,1387.0,False
1312,1406,Ruy Lopez,C60,Blitz,23,black,-94,1359.0,True
1593,1546,Pirc Defense,B07,Blitz,62,black,47,1569.5,False
1379,1439,Queen's Gambit,D06,Bullet,63,black,-60,1409.0,True
1573,1536,King's Indian Defense,E60,Blitz,31,white,37,1554.5,True
1582,1541,Queen's Gambit,D06,Bullet,29,white,41,1561.5,True
1158,1329,Caro-Kann Defense,B10,Blitz,64,black,-171,1243.5,True
1356,1428,French Defense,C00,Bullet,46,draw,-72,1392.0,False
1931,1715,Scandinavian Defense,B01,Blitz,21,black,216,1823.0,False
1151,1325,Sicilian Defense,B20,Rapid,35,black,-174,1238.0,True
865,1182,Slav Defense,D10,Blitz,88,draw,-317,1023.5,False
941,1220,Slav Defense,D10,Bullet,21,black,-279,1080.5,True
1509,1505,King's Indian Defense,E60,Bullet,48,white,4,1507.0,True
1509,1504,King's Indian Defense,E60,Rapid,31,black,5,1506.5,False
1465,1483,Scandinavian Defense,B01,Bullet,43,black,-18,1474.0,True
1864,1682,Ruy Lopez,C60,Rapid,46,black,182,1773.0,False
698,1099,Scandinavian Defense,B01,Blitz,47,white,-401,898.5,False
1619,1560,Ruy Lopez,C60,Bullet,21,white,59,1589.5,True
1968,1734,Scandinavian Defense,B01,Rapid,44,white,234,1851.0,True
1162,1331,Queen's Gambit,D06,Blitz,64,black,-169,1246.5,True
1386,1443,Scandinavian Defense,B01,Bullet,58,black,-57,1414.5,True
1274,1387,London System,D02,Classical,55,draw,-113,1330.5,False
1232,1366,Ruy Lopez,C60,Bullet,40,black,-134,1299.0,True
1402,1451,English Opening,A10,Blitz,58,black,-49,1426.5,True
1928,1714,Caro-Kann Defense,B10,Blitz,62,white,214,1821.0,True
2051,1775,Queen's Gambit,D06,Blitz,66,white,276,1913.0,True
1399,1449,English Opening,A10,Rapid,50,white,-50,1424.0,False
2072,1786,Pirc Defense,B07,Bullet,65,white,286,1929.0,True
1511,1506,Sicilian Defense,B20,Classical,26,white,5,1508.5,True
2026,1763,Pirc Defense,B07,Blitz,30,white,263,1894.5,True
1472,1486,Slav Defense,D10,Classical,28,white,-14,1479.0,False
1539,1519,King's Indian Defense,E60,Rapid,26,black,20,1529.0,False
1610,1555,English Opening,A10,Classical,37,white,55,1582.5,True
2454,1977,French Defense,C00,Blitz,56,white,477,2215.5,True
1755,1627,Italian Game,C50,Blitz,43,white,128,1691.0,True
1288,1394,King's Indian Defense,E60,Blitz,25,black,-106,1341.0,True
1791,1646,London System,D02,Blitz,73,draw,145,1718.5,False
1391,1445,Ruy Lopez,C60,Blitz,46,white,-54,1418.0,False
1353,1426,Scandinavian Defense,B01,Rapid,69,black,-73,1389.5,True
1773,1637,Scandinavian Defense,B01,Bullet,20,white,136,1705.0,True
1509,1504,London System,D02,Rapid,69,white,5,1506.5,True
1584,1542,French Defense,C00,Bullet,65,white,42,1563.0,True
1504,1502,French Defense,C00,Classical,33,black,2,1503.0,False
1601,1551,French Defense,C00,Bullet,62,black,50,1576.0,False
1627,1563,Slav Defense,D10,Bullet,46,black,64,1595.0,False
919,1210,Slav Defense,D10,Rapid,47,white,-291,1064.5,False
1700,1600,French Defense,C00,Rapid,55,white,100,1650.0,True
1205,1352,Pirc Defense,B07,Rapid,59,white,-147,1278.5,False
1067,1283,King's Indian Defense,E60,Classical,31,black,-216,1175.0,True
1482,1491,French Defense,C00,Bullet,42,white,-9,1486.5,False
1525,1512,Sicilian Defense,B20,Rapid,41,black,13,1518.5,False
1292,1396,English Opening,A10,Blitz,54,draw,-104,1344.0,False
1749,1624,English Opening,A10,Blitz,26,white,125,1686.5,True
1097,1298,Pirc Defense,B07,Blitz,31,draw,-201,1197.5,False
1378,1439,Scandinavian Defense,B01,Bullet,69,black,-61,1408.5,True
1325,1413,Sicilian Defense,B20,Blitz,59,black,-88,1369.0,True
1486,1493,King's Indian Defense,E60,Rapid,63,black,-7,1489.5,True
1584,1542,Scandinavian Defense,B01,Bullet,65,white,42,1563.0,True
1198,1349,Caro-Kann Defense,B10,Classical,28,black,-151,1273.5,True
1717,1608,Caro-Kann Defense,B10,Blitz,46,white,109,1662.5,True
1519,1510,London System,D02,Bullet,59,white,9,1514.5,True
932,1216,English Opening,A10,Blitz,54,white,-284,1074.0,False
912,1206,Scandinavian Defense,B01,Bullet,23,black,-294,1059.0,True
1496,1498,Caro-Kann Defense,B10,Bullet,56,white,-2,1497.0,False
1434,1467,Queen's Gambit,D06,Blitz,44,black,-33,1450.5,True
1469,1485,King's Indian Defense,E60,Bullet,26,white,-16,1477.0,False
1492,1496,Pirc Defense,B07,Bullet,70,draw,-4,1494.0,False
1568,1534,English Opening,A10,Rapid,37,white,34,1551.0,True
1784,1642,Scandinavian Defense,B01,Bullet,40,white,142,1713.0,True
1167,1334,Italian Game,C50,Rapid,67,white,-167,1250.5,False
1148,1324,Pirc Defense,B07,Rapid,34,black,-176,1236.0,True
1172,1336,Ruy Lopez,C60,Bullet,49,black,-164,1254.0,True
1587,1544,Pirc Defense,B07,Blitz,24,black,43,1565.5,False
1873,1686,Caro-Kann Defense,B10,Bullet,21,white,187,1779.5,True
1371,1436,Pirc Defense,B07,Blitz,81,draw,-65,1403.5,False
749,1124,Slav Defense,D10,Bullet,31,black,-375,936.5,True
989,1245,London System,D02,Classical,60,black,-256,1117.0,True
1250,1375,Slav Defense,D10,Bullet,33,white,-125,1312.5,False
1333,1417,English Opening,A10,Blitz,66,black,-84,1375.0,True
1377,1438,Slav Defense,D10,Bullet,40,black,-61,1407.5,True
1512,1506,Ruy Lopez,C60,Bullet,58,white,6,1509.0,True
1406,1453,Sicilian Defense,B20,Blitz,58,black,-47,1429.5,True
1815,1658,King's Indian Defense,E60,Blitz,43,white,157,1736.5,True
1297,1398,London System,D02,Classical,50,black,-101,1347.5,True
1241,1370,London System,D02,Bullet,23,black,-129,1305.5,True
1644,1572,King's Indian Defense,E60,Bullet,35,white,72,1608.0,True
1039,1269,King's Indian Defense,E60,Blitz,43,black,-230,1154.0,True
1617,1559,English Opening,A10,Blitz,61,black,58,1588.0,False
1531,1516,Slav Defense,D10,Rapid,41,black,15,1523.5,False
1456,1478,Slav Defense,D10,Classical,60,white,-22,1467.0,False
1976,1738,Italian Game,C50,Rapid,29,white,238,1857.0,True
1313,1406,English Opening,A10,Bullet,43,black,-93,1359.5,True
2118,1809,French Defense,C00,Blitz,67,white,309,1963.5,True
1432,1466,London System,D02,Rapid,28,black,-34,1449.0,True
1117,1309,King's Indian Defense,E60,Blitz,54,black,-192,1213.0,True
1521,1511,Pirc Defense,B07,Blitz,59,white,10,1516.0,True
1177,1338,Caro-Kann Defense,B10,Bullet,69,white,-161,1257.5,False
1274,1387,Scandinavian Defense,B01,Blitz,65,black,-113,1330.5,True
1619,1559,Italian Game,C50,Rapid,35,black,60,1589.0,False
1667,1584,Pirc Defense,B07,Bullet,65,white,83,1625.5,True
1313,1406,Italian Game,C50,Classical,44,white,-93,1359.5,False
1796,1648,French Defense,C00,Blitz,46,black,148,1722.0,False
1847,1673,Slav Defense,D10,Bullet,27,white,174,1760.0,True
1931,1716,Pirc Defense,B07,Bullet,50,white,215,1823.5,True
1659,1580,Caro-Kann Defense,B10,Bullet,26,black,79,1619.5,False
1909,1704,Caro-Kann Defense,B10,Blitz,64,white,205,1806.5,True
936,1218,Sicilian Defense,B20,Bullet,21,black,-282,1077.0,True
1405,1453,Pirc Defense,B07,Blitz,42,black,-48,1429.0,True
1240,1370,Sicilian Defense,B20,Rapid,67,black,-130,1305.0,True
1536,1518,Sicilian Defense,B20,Blitz,52,draw,18,1527.0,False
1329,1415,Caro-Kann Defense,B10,Bullet,64,black,-86,1372.0,True
1450,1475,Sicilian Defense,B20,Blitz,62,black,-25,1462.5,True
2065,1783,Italian Game,C50,Rapid,56,black,282,1924.0,False
1449,1474,English Opening,A10,Blitz,63,white,-25,1461.5,False
1624,1562,Scandinavian Defense,B01,Bullet,20,white,62,1593.0,True
1430,1465,Queen's Gambit,D06,Blitz,50,black,-35,1447.5,True
1523,1512,London System,D02,Blitz,56,black,11,1517.5,False
1502,1501,English Opening,A10,Blitz,29,black,1,1501.5,False
1634,1567,Ruy Lopez,C60,Bullet,63,black,67,1600.5,False
1850,1675,Scandinavian Defense,B01,Classical,41,white,175,1762.5,True
1994,1747,English Opening,A10,Bullet,20,white,247,1870.5,True
1593,1547,London System,D02,Bullet,20,white,46,1570.0,True
1677,1589,Italian Game,C50,Bullet,67,draw,88,1633.0,False
1155,1328,Ruy Lopez,C60,Blitz,23,black,-173,1241.5,True
1474,1487,Queen's Gambit,D06,Blitz,50,black,-13,1480.5,True
1782,1641,French Defense,C00,Bullet,49,draw,141,1711.5,False
1760,1630,Slav Defense,D10,Blitz,39,white,130,1695.0,True
1563,1531,Scandinavian Defense,B01,Blitz,38,white,32,1547.0,True
1766,1633,King's Indian Defense,E60,Bullet,45,white,133,1699.5,True
1647,1573,King's Indian Defense,E60,Classical,60,white,74,1610.0,True
1860,1680,Slav Defense,D10,Blitz,22,white,180,1770.0,True
1587,1544,Caro-Kann Defense,B10,Bullet,35,white,43,1565.5,True
1393,1446,Ruy Lopez,C60,Classical,56,black,-53,1419.5,True
1601,1551,Italian Game,C50,Rapid,44,white,50,1576.0,True
621,1061,Queen's Gambit,D06,Blitz,22,black,-440,841.0,True
1615,1558,English Opening,A10,Rapid,51,white,57,1586.5,True
600,1147,Caro-Kann Defense,B10,Blitz,42,white,-547,873.5,False
983,1242,Caro-Kann Defense,B10,Blitz,35,white,-259,1112.5,False
1636,1568,Caro-Kann Defense,B10,Rapid,39,white,68,1602.0,True
1643,1571,Pirc Defense,B07,Rapid,57,black,72,1607.0,False
1151,1325,Pirc Defense,B07,Bullet,45,black,-174,1238.0,True
1286,1393,Italian Game,C50,Blitz,63,white,-107,1339.5,False
1911,1705,Italian Game,C50,Blitz,68,black,206,1808.0,False
1355,1428,Ruy Lopez,C60,Bullet,46,black,-73,1391.5,True
2173,1837,Slav Defense,D10,Classical,39,black,336,2005.0,False
1499,1499,Caro-Kann Defense,B10,Blitz,79,draw,0,1499.0,False
1622,1561,Slav Defense,D10,Blitz,32,white,61,1591.5,True
1985,1742,English Opening,A10,Blitz,47,white,243,1863.5,True
1539,1519,King's Indian Defense,E60,Blitz,31,white,20,1529.0,True
1199,1349,Queen's Gambit,D06,Bullet,51,white,-150,1274.0,False
1467,1483,French Defense,C00,Classical,23,white,-16,1475.0,False
1489,1494,Italian Game,C50,Blitz,28,white,-5,1491.5,False
1091,1296,King's Indian Defense,E60,Blitz,29,black,-205,1193.5,True
1423,1461,Queen's Gambit,D06,Blitz,66,black,-38,1442.0,True
1277,1388,Queen's Gambit,D06,Bullet,41,white,-111,1332.5,False
1777,1638,Sicilian Defense,B20,Bullet,67,white,139,1707.5,True
1510,1505,London System,D02,Blitz,37,black,5,1507.5,False
1415,1457,Pirc Defense,B07,Bullet,58,white,-42,1436.0,False
1468,1484,Caro-Kann Defense,B10,Blitz,60,black,-16,1476.0,True
1567,1534,King's Indian Defense,E60,Rapid,73,draw,33,1550.5,False
1685,1592,Pirc Defense,B07,Blitz,26,white,93,1638.5,True
1200,1350,King's Indian Defense,E60,Blitz,50,white,-150,1275.0,False
1188,1344,English Opening,A10,Blitz,26,black,-156,1266.0,True
1831,1665,Caro-Kann Defense,B10,Bullet,44,white,166,1748.0,True
1376,1438,King's Indian Defense,E60,Classical,30,white,-62,1407.0,False
1075,1288,King's Indian Defense,E60,Blitz,25,draw,-213,1181.5,False
1633,1566,Scandinavian Defense,B01,Bullet,54,white,67,1599.5,True
1639,1569,English Opening,A10,Bullet,31,black,70,1604.0,False
1041,1271,King's Indian Defense,E60,Classical,48,black,-230,1156.0,True
1569,1535,Sicilian Defense,B20,Bullet,63,black,34,1552.0,False
1721,1611,Slav Defense,D10,Blitz,58,white,110,1666.0,True
1612,1556,Slav Defense,D10,Bullet,58,white,56,1584.0,True
1690,1595,Ruy Lopez,C60,Bullet,23,black,95,1642.5,False
1079,1290,Queen's Gambit,D06,Rapid,37,black,-211,1184.5,True
1599,1549,Pirc Defense,B07,Bullet,34,white,50,1574.0,True
1409,1454,Queen's Gambit,D06,Bullet,38,white,-45,1431.5,False
1355,1427,London System,D02,Blitz,43,black,-72,1391.0,True
1761,1630,London System,D02,Rapid,75,draw,131,1695.5,False
1944,1722,Slav Defense,D10,Blitz,36,white,222,1833.0,True
2038,1769,Sicilian Defense,B20,Bullet,52,black,269,1903.5,False
1894,1697,Caro-Kann Defense,B10,Classical,25,black,197,1795.5,False
1467,1483,King's Indian Defense,E60,Blitz,20,black,-16,1475.0,True
1606,1553,Slav Defense,D10,Rapid,39,white,53,1579.5,True
1730,1615,Ruy Lopez,C60,Rapid,47,white,115,1672.5,True
1536,1518,Queen's Gambit,D06,Blitz,25,black,18,1527.0,False
1539,1519,Ruy Lopez,C60,Blitz,45,black,20,1529.0,False
1747,1623,London System,D02,Blitz,25,black,124,1685.0,False
1482,1491,Pirc Defense,B07,Rapid,52,white,-9,1486.5,False
1281,1390,Italian Game,C50,Rapid,50,black,-109,1335.5,True
1376,1438,Ruy Lopez,C60,Classical,60,white,-62,1407.0,False
1690,1595,Queen's Gambit,D06,Blitz,20,black,95,1642.5,False
1501,1501,Slav Defense,D10,Bullet,66,black,0,1501.0,False
1602,1551,Caro-Kann Defense,B10,Blitz,67,white,51,1576.5,True
1701,1600,Queen's Gambit,D06,Blitz,29,white,101,1650.5,True
1388,1444,Queen's Gambit,D06,Blitz,61,black,-56,1416.0,True
1727,1614,English Opening,A10,Rapid,50,black,113,1670.5,False
1614,1557,French Defense,C00,Blitz,41,black,57,1585.5,False
1130,1315,Italian Game,C50,Bullet,33,black,-185,1222.5,True
1933,1717,London System,D02,Blitz,37,white,216,1825.0,True
1350,1425,Caro-Kann Defense,B10,Blitz,27,white,-75,1387.5,False
1003,1251,Queen's Gambit,D06,Classical,39,black,-248,1127.0,True
1186,1343,Scandinavian Defense,B01,Blitz,64,black,-157,1264.5,True
1194,1347,Scandinavian Defense,B01,Blitz,48,black,-153,1270.5,True
1516,1508,Italian Game,C50,Blitz,37,black,8,1512.0,False
1418,1459,Sicilian Defense,B20,Blitz,31,black,-41,1438.5,True
1399,1450,Sicilian Defense,B20,Bullet,68,black,-51,1424.5,True
1686,1593,London System,D02,Rapid,50,black,93,1639.5,False
1602,1551,English Opening,A10,Classical,48,white,51,1576.5,True
1595,1548,London System,D02,Blitz,68,white,47,1571.5,True
1623,1562,English Opening,A10,Blitz,40,white,61,1592.5,True
1685,1593,French Defense,C00,Bullet,47,black,92,1639.0,False
868,1184,English Opening,A10,Blitz,32,black,-316,1026.0,True
1391,1446,Scandinavian Defense,B01,Blitz,41,white,-55,1418.5,False
846,1173,French Defense,C00,Rapid,33,black,-327,1009.5,True
1511,1506,Slav Defense,D10,Bullet,28,white,5,1508.5,True
1499,1500,Slav Defense,D10,Rapid,47,white,-1,1499.5,False
1814,1657,London System,D02,Bullet,47,white,157,1735.5,True
1856,1678,Pirc Defense,B07,Blitz,60,white,178,1767.0,True
1561,1531,French Defense,C00,Blitz,31,white,30,1546.0,True
1350,1425,Italian Game,C50,Bullet,63,black,-75,1387.5,True
1646,1573,Caro-Kann Defense,B10,Blitz,44,black,73,1609.5,False
1342,1421,Scandinavian Defense,B01,Rapid,24,white,-79,1381.5,False
1500,1500,London System,D02,Blitz,36,white,0,1500.0,False
1796,1648,French Defense,C00,Bullet,64,white,148,1722.0,True
1333,1417,Queen's Gambit,D06,Blitz,40,black,-84,1375.0,True
1742,1621,Caro-Kann Defense,B10,Blitz,36,white,121,1681.5,True
1703,1601,London System,D02,Blitz,29,black,102,1652.0,False
1214,1357,Sicilian Defense,B20,Blitz,52,black,-143,1285.5,True
1792,1646,Queen's Gambit,D06,Bullet,45,black,146,1719.0,False
1710,1605,Ruy Lopez,C60,Blitz,49,white,105,1657.5,True
1531,1516,London System,D02,Rapid,43,white,15,1523.5,True
1271,1385,Caro-Kann Defense,B10,Rapid,22,black,-114,1328.0,True
1242,1371,Italian Game,C50,Bullet,47,black,-129,1306.5,True
1339,1420,Queen's Gambit,D06,Blitz,24,black,-81,1379.5,True
1663,1582,Sicilian Defense,B20,Blitz,59,white,81,1622.5,True
1213,1356,Caro-Kann Defense,B10,Bullet,41,black,-143,1284.5,True
1631,1565,Pirc Defense,B07,Blitz,26,black,66,1598.0,False
1127,1313,King's Indian Defense,E60,Bullet,44,black,-186,1220.0,True
1439,1470,Slav Defense,D10,Bullet,36,black,-31,1454.5,True
1533,1517,Scandinavian Defense,B01,Blitz,56,draw,16,1525.0,False
2234,1867,Slav Defense,D10,Bullet,67,white,367,2050.5,True
1087,1294,Queen's Gambit,D06,Rapid,34,black,-207,1190.5,True
1942,1721,Pirc Defense,B07,Bullet,34,black,221,1831.5,False
1545,1523,Ruy Lopez,C60,Blitz,38,black,22,1534.0,False
1623,1561,Caro-Kann Defense,B10,Blitz,43,white,62,1592.0,True
1536,1518,Scandinavian Defense,B01,Rapid,40,white,18,1527.0,True
1633,1566,Queen's Gambit,D06,Rapid,54,white,67,1599.5,True
1454,1477,Queen's Gambit,D06,Blitz,37,white,-23,1465.5,False
1936,1718,Italian Game,C50,Blitz,31,white,218,1827.0,True
1363,1431,Sicilian Defense,B20,Bullet,35,white,-68,1397.0,False
1840,1670,King's Indian Defense,E60,Blitz,33,white,170,1755.0,True
1307,1404,Pirc Defense,B07,Bullet,61,black,-97,1355.5,True
1482,1491,Ruy Lopez,C60,Blitz,20,black,-9,1486.5,True
1178,1339,Caro-Kann Defense,B10,Bullet,50,draw,-161,1258.5,False
1637,1569,Pirc Defense,B07,Rapid,36,black,68,1603.0,False
1934,1717,London System,D02,Blitz,45,black,217,1825.5,False
1477,1489,Sicilian Defense,B20,Blitz,44,white,-12,1483.0,False
1441,1471,King's Indian Defense,E60,Blitz,50,white,-30,1456.0,False
1166,1333,Italian Game,C50,Bullet,48,white,-167,1249.5,False
1431,1465,Ruy Lopez,C60,Bullet,37,black,-34,1448.0,True
1022,1261,Ruy Lopez,C60,Classical,22,black,-239,1141.5,True
1226,1363,English Opening,A10,Rapid,20,white,-137,1294.5,False
1568,1534,Ruy Lopez,C60,Bullet,64,black,34,1551.0,False
1896,1698,Queen's Gambit,D06,Rapid,28,white,198,1797.0,True
2343,1922,Ruy Lopez,C60,Blitz,32,white,421,2132.5,True
1324,1412,French Defense,C00,Bullet,50,white,-88,1368.0,False
1931,1716,English Opening,A10,Blitz,67,black,215,1823.5,False
1573,1536,French Defense,C00,Bullet,38,white,37,1554.5,True
1455,1478,Queen's Gambit,D06,Bullet,27,black,-23,1466.5,True
1630,1565,King's Indian Defense,E60,Blitz,24,black,65,1597.5,False
1519,1510,English Opening,A10,Bullet,35,white,9,1514.5,True
1533,1516,Sicilian Defense,B20,Rapid,88,draw,17,1524.5,False
1378,1439,Slav Defense,D10,Blitz,61,black,-61,1408.5,True
1081,1291,Slav Defense,D10,Rapid,25,white,-210,1186.0,False
1037,1269,English Opening,A10,Blitz,59,black,-232,1153.0,True
1696,1598,King's Indian Defense,E60,Rapid,62,white,98,1647.0,True
1417,1459,Scandinavian Defense,B01,Blitz,44,black,-42,1438.0,True
1321,1410,Caro-Kann Defense,B10,Blitz,54,white,-89,1365.5,False
1503,1502,French Defense,C00,Blitz,58,draw,1,1502.5,False
1738,1619,French Defense,C00,Classical,31,white,119,1678.5,True
1554,1527,Italian Game,C50,Bullet,22,black,27,1540.5,False
1303,1401,Slav Defense,D10,Blitz,41,draw,-98,1352.0,False
1868,1684,Queen's Gambit,D06,Rapid,26,white,184,1776.0,True
1974,1737,Queen's Gambit,D06,Blitz,27,white,237,1855.5,True
1648,1574,Pirc Defense,B07,Rapid,67,white,74,1611.0,True
1792,1646,King's Indian Defense,E60,Blitz,63,white,146,1719.0,True
1873,1687,English Opening,A10,Bullet,35,white,186,1780.0,True
1839,1669,Ruy Lopez,C60,Blitz,71,draw,170,1754.0,False
1684,1592,Queen's Gambit,D06,Blitz,65,black,92,1638.0,False
1680,1590,Scandinavian Defense,B01,Bullet,41,white,90,1635.0,True
1656,1578,Caro-Kann Defense,B10,Bullet,46,white,78,1617.0,True
1171,1336,Italian Game,C50,Bullet,62,black,-165,1253.5,True
1710,1605,Slav Defense,D10,Rapid,47,black,105,1657.5,False
1093,1296,French Defense,C00,Rapid,67,black,-203,1194.5,True
1262,1381,Scandinavian Defense,B01,Blitz,29,white,-119,1321.5,False
1891,1695,French Defense,C00,Bullet,31,white,196,1793.0,True
1752,1626,King's Indian Defense,E60,Blitz,26,white,126,1689.0,True
1946,1723,London System,D02,Rapid,40,draw,223,1834.5,False
1418,1459,Slav Defense,D10,Rapid,54,white,-41,1438.5,False
1154,1327,Ruy Lopez,C60,Bullet,29,white,-173,1240.5,False
1428,1464,Scandinavian Defense,B01,Bullet,37,black,-36,1446.0,True
1531,1516,Slav Defense,D10,Classical,51,black,15,1523.5,False
1524,1512,English Opening,A10,Rapid,40,white,12,1518.0,True
1840,1670,Italian Game,C50,Bullet,69,white,170,1755.0,True
1392,1446,Ruy Lopez,C60,Rapid,30,white,-54,1419.0,False
1606,1553,Ruy Lopez,C60,Bullet,23,white,53,1579.5,True
1203,1351,Italian Game,C50,Bullet,67,draw,-148,1277.0,False
1635,1567,London System,D02,Rapid,41,white,68,1601.0,True
1501,1501,Pirc Defense,B07,Blitz,42,draw,0,1501.0,False
1275,1387,King's Indian Defense,E60,Blitz,44,black,-112,1331.0,True
1429,1464,English Opening,A10,Classical,66,black,-35,1446.5,True
1445,1473,London System,D02,Rapid,43,white,-28,1459.0,False
1419,1460,French Defense,C00,Bullet,51,black,-41,1439.5,True
2031,1765,Caro-Kann Defense,B10,Blitz,56,white,266,1898.0,True
1470,1485,English Opening,A10,Rapid,41,white,-15,1477.5,False
1427,1464,Queen's Gambit,D06,Blitz,43,draw,-37,1445.5,False
871,1186,Sicilian Defense,B20,Classical,36,black,-315,1028.5,True
1232,1366,King's Indian Defense,E60,Blitz,52,black,-134,1299.0,True
1421,1460,London System,D02,Bullet,54,white,-39,1440.5,False
1294,1397,Sicilian Defense,B20,Bullet,55,white,-103,1345.5,False
1915,1708,Ruy Lopez,C60,Rapid,60,white,207,1811.5,True
1451,1476,Queen's Gambit,D06,Classical,63,black,-25,1463.5,True
1887,1694,London System,D02,Bullet,69,black,193,1790.5,False
1519,1510,King's Indian Defense,E60,Bullet,48,black,9,1514.5,False
1511,1505,King's Indian Defense,E60,Rapid,35,white,6,1508.0,True
1473,1486,English Opening,A10,Bullet,45,white,-13,1479.5,False
1501,1500,Queen's Gambit,D06,Bullet,31,black,1,1500.5,False
2016,1758,Scandinavian Defense,B01,Rapid,57,black,258,1887.0,False
804,1152,Sicilian Defense,B20,Rapid,47,white,-348,978.0,False
900,1200,Italian Game,C50,Rapid,52,black,-300,1050.0,True
1337,1418,London System,D02,Blitz,55,white,-81,1377.5,False
1504,1502,English Opening,A10,Blitz,64,black,2,1503.0,False
