white_rating,black_rating,opening_name,opening_eco,time_control,num_moves,result
1574,1537,French Defense,C00,Bullet,39,white
1446,1473,Italian Game,C50,Blitz,55,white
1424,1462,Ruy Lopez,C60,Bullet,58,black
1452,1476,Italian Game,C50,Classical,48,black
1561,1530,Scandinavian Defense,B01,Classical,37,white
1197,1348,King's Indian Defense,E60,Bullet,48,black
1712,1606,Caro-Kann Defense,B10,Bullet,38,black
1699,1600,Scandinavian Defense,B01,Bullet,61,white
1616,1558,London System,D02,Blitz,65,white
1667,1584,London System,D02,Rapid,33,white
1589,1545,Italian Game,C50,Blitz,39,black
2111,1806,English Opening,A10,Bullet,34,white
1474,1487,Slav Defense,D10,Bullet,30,white
1408,1454,London System,D02,Bullet,67,black
1274,1387,Queen's Gambit,D06,Rapid,21,white
1190,1345,French Defense,C00,Blitz,28,black
1127,1314,Slav Defense,D10,Blitz,30,draw
1233,1366,Sicilian Defense,B20,Blitz,69,white
1479,1490,King's Indian Defense,E60,Classical,30,white
1600,1550,Italian Game,C50,Blitz,59,white
1515,1507,Slav Defense,D10,Rapid,24,black
1270,1385,Sicilian Defense,B20,Rapid,67,black
1770,1635,Sicilian Defense,B20,Blitz,68,white
1722,1611,Queen's Gambit,D06,Rapid,24,black
1452,1476,Ruy Lopez,C60,Bullet,45,white
1304,1402,Caro-Kann Defense,B10,Blitz,53,black
1665,1583,Queen's Gambit,D06,Bullet,24,white
1556,1528,French Defense,C00,Blitz,56,black
1066,1283,King's Indian Defense,E60,Bullet,51,black
1480,1490,King's Indian Defense,E60,Bullet,43,white
1579,1540,Pirc Defense,B07,Bullet,59,draw
1230,1365,Caro-Kann Defense,B10,Blitz,49,black
1557,1529,King's Indian Defense,E60,Blitz,40,black
1064,1282,Scandinavian Defense,B01,Blitz,38,black
1901,1701,Ruy Lopez,C60,Blitz,67,white
1874,1687,Scandinavian Defense,B01,Classical,24,white
1424,1462,Slav Defense,D10,Classical,20,black
1609,1554,Queen's Gambit,D06,Bullet,51,black
777,1138,Ruy Lopez,C60,Blitz,32,black
1153,1326,French Defense,C00,Blitz,55,black
1412,1456,Queen's Gambit,D06,Rapid,21,black
1178,1339,English Opening,A10,Blitz,33,black
1714,1607,Slav Defense,D10,Rapid,28,white
2099,1799,English Opening,A10,Bullet,51,white
1147,1323,Italian Game,C50,Blitz,44,black
1249,1375,Queen's Gambit,D06,Rapid,53,white
1571,1536,Scandinavian Defense,B01,Blitz,42,black
1983,1741,Queen's Gambit,D06,Rapid,32,white
1133,1316,English Opening,A10,Bullet,33,black
1575,1538,Scandinavian Defense,B01,Bullet,56,draw
2046,1773,Queen's Gambit,D06,Bullet,47,white
1004,1252,English Opening,A10,Bullet,67,white
1116,1308,French Defense,C00,Bullet,31,black
1373,1437,Italian Game,C50,Blitz,69,black
1344,1422,French Defense,C00,Blitz,26,black
1744,1622,Caro-Kann Defense,B10,Blitz,31,white
1572,1536,Sicilian Defense,B20,Blitz,29,white
968,1234,Slav Defense,D10,Bullet,69,black
1655,1578,King's Indian Defense,E60,Blitz,39,white
1327,1414,Sicilian Defense,B20,Bullet,52,white
1882,1691,Slav Defense,D10,Rapid,67,white
1312,1406,Slav Defense,D10,Bullet,35,draw
1309,1404,Sicilian Defense,B20,Blitz,55,draw
1662,1581,Italian Game,C50,Rapid,57,white
1729,1615,French Defense,C00,Blitz,56,black
1634,1567,King's Indian Defense,E60,Blitz,33,white
994,1247,Scandinavian Defense,B01,Blitz,67,black
1661,1580,Caro-Kann Defense,B10,Bullet,35,black
1190,1345,English Opening,A10,Blitz,21,black
1571,1536,Sicilian Defense,B20,Rapid,63,white
1073,1287,English Opening,A10,Classical,64,black
1634,1567,Slav Defense,D10,Blitz,22,white
1258,1379,King's Indian Defense,E60,Blitz,42,white
1115,1307,Caro-Kann Defense,B10,Rapid,23,black
1714,1607,Queen's Gambit,D06,Blitz,55,draw
1572,1536,Pirc Defense,B07,Bullet,66,black
1316,1408,Sicilian Defense,B20,Bullet,62,white
1935,1717,Queen's Gambit,D06,Bullet,57,black
1368,1434,Italian Game,C50,Blitz,45,black
1510,1505,Slav Defense,D10,Bullet,66,white
1581,1541,Caro-Kann Defense,B10,Bullet,25,white
1314,1407,Pirc Defense,B07,Bullet,40,black
1641,1570,English Opening,A10,Classical,43,white
1340,1420,King's Indian Defense,E60,Bullet,62,white
1377,1439,King's Indian Defense,E60,Bullet,53,black
1909,1705,Ruy Lopez,C60,Blitz,22,white
1188,1344,King's Indian Defense,E60,Bullet,37,white
776,1138,Scandinavian Defense,B01,Classical,23,black
1983,1741,Pirc Defense,B07,Classical,49,white
2265,1883,King's Indian Defense,E60,Blitz,66,white
1378,1439,Pirc Defense,B07,Blitz,53,black
919,1210,Pirc Defense,B07,Blitz,20,white
1407,1454,King's Indian Defense,E60,Bullet,62,black
1414,1457,Caro-Kann Defense,B10,Bullet,69,black
1443,1471,Italian Game,C50,Bullet,37,white
1166,1333,Queen's Gambit,D06,Bullet,50,black
1674,1587,Slav Defense,D10,Blitz,51,white
1657,1578,Italian Game,C50,Bullet,57,draw
1052,1276,French Defense,C00,Bullet,29,black
1710,1605,Scandinavian Defense,B01,Blitz,57,black
2116,1808,Ruy Lopez,C60,Blitz,60,black
1552,1526,Pirc Defense,B07,Bullet,65,black
1399,1450,English Opening,A10,Bullet,64,black
1457,1478,Sicilian Defense,B20,Bullet,62,black
1685,1593,Ruy Lopez,C60,Bullet,23,white
981,1241,Scandinavian Defense,B01,Rapid,22,black
1549,1524,Slav Defense,D10,Classical,46,black
1383,1442,Pirc Defense,B07,Blitz,70,draw
2054,1777,Slav Defense,D10,Blitz,42,white
1448,1474,Sicilian Defense,B20,Rapid,66,draw
2000,1750,Scandinavian Defense,B01,Blitz,25,black
1169,1335,Italian Game,C50,Bullet,56,black
1676,1588,Sicilian Defense,B20,Bullet,31,white
1596,1548,Scandinavian Defense,B01,Blitz,50,black
1239,1369,Caro-Kann Defense,B10,Blitz,31,white
1553,1526,English Opening,A10,Bullet,27,white
1864,1682,Slav Defense,D10,Bullet,37,draw
1403,1452,Sicilian Defense,B20,Blitz,50,draw
992,1246,King's Indian Defense,E60,Bullet,50,white
1495,1498,Slav Defense,D10,Blitz,21,white
1229,1364,Caro-Kann Defense,B10,Blitz,42,black
1397,1448,King's Indian Defense,E60,Blitz,37,black
1476,1488,Caro-Kann Defense,B10,Bullet,43,draw
988,1244,Slav Defense,D10,Bullet,20,black
1015,1257,Sicilian Defense,B20,Rapid,29,black
1645,1573,Slav Defense,D10,Blitz,55,draw
1343,1421,London System,D02,Bullet,65,black
731,1116,London System,D02,Bullet,67,black
1735,1617,French Defense,C00,Rapid,55,white
1582,1541,King's Indian Defense,E60,Rapid,43,black
1286,1393,French Defense,C00,Rapid,49,black
1105,1303,Queen's Gambit,D06,Blitz,44,black
1751,1626,Slav Defense,D10,Blitz,39,white
1605,1553,King's Indian Defense,E60,Blitz,43,white
2215,1858,Scandinavian Defense,B01,Bullet,25,white
1626,1563,Italian Game,C50,Blitz,49,white
1616,1558,London System,D02,Blitz,53,draw
1450,1475,English Opening,A10,Bullet,84,draw
1745,1622,Pirc Defense,B07,Rapid,47,draw
1688,1594,Italian Game,C50,Blitz,59,white
1876,1688,King's Indian Defense,E60,Bullet,55,white
1344,1422,King's Indian Defense,E60,Blitz,30,black
1369,1434,King's Indian Defense,E60,Rapid,54,white
1356,1428,Sicilian Defense,B20,Classical,26,white
1737,1618,Caro-Kann Defense,B10,Blitz,58,black
1950,1725,Queen's Gambit,D06,Classical,21,white
1362,1431,English Opening,A10,Rapid,70,draw
1373,1437,Ruy Lopez,C60,Rapid,68,black
1594,1547,Caro-Kann Defense,B10,Rapid,59,white
1426,1463,English Opening,A10,Blitz,51,black
1786,1643,Sicilian Defense,B20,Rapid,49,black
824,1162,London System,D02,Blitz,49,white
1252,1376,Scandinavian Defense,B01,Rapid,51,black
1265,1382,Sicilian Defense,B20,Bullet,37,black
804,1152,Sicilian Defense,B20,Rapid,25,black
1211,1356,Slav Defense,D10,Classical,27,white
1225,1362,Queen's Gambit,D06,Blitz,68,black
1440,1470,Slav Defense,D10,Classical,40,black
1834,1667,Caro-Kann Defense,B10,Blitz,44,white
1426,1463,French Defense,C00,Bullet,38,black
1191,1346,Queen's Gambit,D06,Bullet,55,black
1483,1492,English Opening,A10,Rapid,57,white
1815,1658,Italian Game,C50,Blitz,60,white
1207,1353,French Defense,C00,Blitz,67,draw
1227,1364,French Defense,C00,Blitz,50,black
1668,1584,Italian Game,C50,Blitz,43,white
1434,1467,French Defense,C00,Blitz,47,white
1694,1597,King's Indian Defense,E60,Rapid,27,white
1496,1498,Scandinavian Defense,B01,Blitz,29,white
1710,1605,Italian Game,C50,Rapid,46,black
1189,1344,Slav Defense,D10,Blitz,45,white
1496,1498,Slav Defense,D10,Classical,55,white
1437,1469,Scandinavian Defense,B01,Bullet,38,black
1135,1317,Pirc Defense,B07,Bullet,49,black
1031,1266,Caro-Kann Defense,B10,Bullet,39,black
1706,1603,London System,D02,Blitz,34,white
1395,1448,Scandinavian Defense,B01,Blitz,56,white
1193,1346,King's Indian Defense,E60,Rapid,28,black
1471,1485,Ruy Lopez,C60,Blitz,55,white
1838,1669,King's Indian Defense,E60,Bullet,35,black
816,1158,Slav Defense,D10,Blitz,23,black
1051,1275,Pirc Defense,B07,Classical,46,draw
1223,1361,Caro-Kann Defense,B10,Bullet,28,black
1938,1719,Ruy Lopez,C60,Bullet,54,white
1585,1543,Scandinavian Defense,B01,Bullet,28,black
1730,1615,Sicilian Defense,B20,Blitz,28,black
1158,1329,Italian Game,C50,Bullet,28,black
1164,1332,King's Indian Defense,E60,Blitz,52,white
1634,1567,Pirc Defense,B07,Blitz,69,black
1517,1508,Queen's Gambit,D06,Blitz,30,white
1665,1583,Caro-Kann Defense,B10,Blitz,44,white
1444,1472,Queen's Gambit,D06,Bullet,68,white
1583,1541,Caro-Kann Defense,B10,Classical,68,white
1547,1523,Sicilian Defense,B20,Blitz,42,black
1733,1616,English Opening,A10,Blitz,45,draw
1742,1621,English Opening,A10,Bullet,39,black
1014,1257,Queen's Gambit,D06,Blitz,34,white
826,1163,Queen's Gambit,D06,Rapid,48,black
1801,1651,London System,D02,Bullet,47,white
1856,1678,Ruy Lopez,C60,Bullet,65,white
1194,1347,Sicilian Defense,B20,Bullet,20,white
942,1221,Sicilian Defense,B20,Blitz,55,black
1530,1515,Slav Defense,D10,Classical,45,black
1779,1639,French Defense,C00,Blitz,60,white
2039,1769,Italian Game,C50,Blitz,28,white
1655,1578,Slav Defense,D10,Rapid,27,black
1388,1444,Italian Game,C50,Rapid,82,draw
1232,1366,French Defense,C00,Bullet,58,black
1503,1501,Sicilian Defense,B20,Bullet,58,black
1410,1455,Scandinavian Defense,B01,Blitz,44,black
1195,1347,Scandinavian Defense,B01,Rapid,63,black
2115,1808,London System,D02,Blitz,20,white
2036,1768,Queen's Gambit,D06,Blitz,41,white
1841,1671,Queen's Gambit,D06,Rapid,36,white
1224,1362,Pirc Defense,B07,Bullet,24,black
1757,1629,London System,D02,Blitz,44,draw
1692,1596,Sicilian Defense,B20,Bullet,58,black
1633,1567,Scandinavian Defense,B01,Rapid,25,white
1875,1688,London System,D02,Blitz,54,white
1691,1596,King's Indian Defense,E60,Bullet,55,draw
1722,1611,English Opening,A10,Bullet,20,white
1691,1595,Sicilian Defense,B20,Rapid,24,white
1602,1551,Sicilian Defense,B20,Rapid,22,white
965,1233,Sicilian Defense,B20,Blitz,42,black
1525,1512,Italian Game,C50,Bullet,37,black
1333,1416,Pirc Defense,B07,Classical,20,white
1116,1308,English Opening,A10,Rapid,48,white
2005,1753,London System,D02,Blitz,64,black
2019,1760,Queen's Gambit,D06,Blitz,64,white
1908,1704,Pirc Defense,B07,Classical,56,white
1577,1539,Ruy Lopez,C60,Classical,64,draw
1905,1702,Slav Defense,D10,Blitz,56,black
1504,1502,Sicilian Defense,B20,Blitz,38,white
1561,1531,Sicilian Defense,B20,Blitz,35,draw
1172,1336,Sicilian Defense,B20,Rapid,48,white
1619,1559,London System,D02,Blitz,29,white
1518,1509,Queen's Gambit,D06,Bullet,50,draw
1109,1304,Caro-Kann Defense,B10,Bullet,66,black
1485,1493,Caro-Kann Defense,B10,Classical,31,black
1476,1488,London System,D02,Rapid,41,black
2039,1769,French Defense,C00,Classical,22,white
1768,1634,Sicilian Defense,B20,Blitz,46,draw
1503,1501,French Defense,C00,Rapid,40,draw
1575,1538,Queen's Gambit,D06,Rapid,48,black
1513,1506,Scandinavian Defense,B01,Blitz,34,draw
1439,1469,London System,D02,Bullet,50,black
1175,1337,Italian Game,C50,Classical,53,black
1455,1478,London System,D02,Bullet,25,white
1276,1388,Sicilian Defense,B20,Blitz,38,white
1125,1313,English Opening,A10,Blitz,51,white
1653,1576,French Defense,C00,Blitz,61,white
1617,1558,Queen's Gambit,D06,Bullet,58,white
964,1232,Caro-Kann Defense,B10,Rapid,36,white
1463,1481,Queen's Gambit,D06,Bullet,21,black
1799,1650,London System,D02,Rapid,59,white
1818,1659,Pirc Defense,B07,Bullet,32,black
1808,1654,London System,D02,Blitz,40,black
1512,1506,Caro-Kann Defense,B10,Rapid,61,white
1246,1373,King's Indian Defense,E60,Bullet,35,white
1175,1338,Caro-Kann Defense,B10,Bullet,31,black
1603,1551,London System,D02,Rapid,62,white
1614,1557,King's Indian Defense,E60,Bullet,41,white
1886,1693,Caro-Kann Defense,B10,Bullet,22,black
1830,1665,French Defense,C00,Blitz,36,white
1460,1480,French Defense,C00,Classical,29,black
1127,1314,King's Indian Defense,E60,Blitz,47,black
1404,1452,Scandinavian Defense,B01,Blitz,62,black
1565,1532,Caro-Kann Defense,B10,Classical,63,black
1439,1469,London System,D02,Blitz,69,black
1327,1414,London System,D02,Blitz,26,black
1576,1538,Caro-Kann Defense,B10,Blitz,45,white
1349,1425,Slav Defense,D10,Blitz,50,draw
1312,1406,Ruy Lopez,C60,Blitz,23,black
1593,1546,Pirc Defense,B07,Blitz,62,black
1379,1439,Queen's Gambit,D06,Bullet,63,black
1573,1536,King's Indian Defense,E60,Blitz,31,white
1582,1541,Queen's Gambit,D06,Bullet,29,white
1158,1329,Caro-Kann Defense,B10,Blitz,64,black
1356,1428,French Defense,C00,Bullet,46,draw
1931,1715,Scandinavian Defense,B01,Blitz,21,black
1151,1325,Sicilian Defense,B20,Rapid,35,black
865,1182,Slav Defense,D10,Blitz,88,draw
941,1220,Slav Defense,D10,Bullet,21,black
1509,1505,King's Indian Defense,E60,Bullet,48,white
1509,1504,King's Indian Defense,E60,Rapid,31,black
1465,1483,Scandinavian Defense,B01,Bullet,43,black
1864,1682,Ruy Lopez,C60,Rapid,46,black
698,1099,Scandinavian Defense,B01,Blitz,47,white
1619,1560,Ruy Lopez,C60,Bullet,21,white
1968,1734,Scandinavian Defense,B01,Rapid,44,white
1162,1331,Queen's Gambit,D06,Blitz,64,black
1386,1443,Scandinavian Defense,B01,Bullet,58,black
1274,1387,London System,D02,Classical,55,draw
1232,1366,Ruy Lopez,C60,Bullet,40,black
1402,1451,English Opening,A10,Blitz,58,black
1928,1714,Caro-Kann Defense,B10,Blitz,62,white
2051,1775,Queen's Gambit,D06,Blitz,66,white
1399,1449,English Opening,A10,Rapid,50,white
2072,1786,Pirc Defense,B07,Bullet,65,white
1511,1506,Sicilian Defense,B20,Classical,26,white
2026,1763,Pirc Defense,B07,Blitz,30,white
1472,1486,Slav Defense,D10,Classical,28,white
1539,1519,King's Indian Defense,E60,Rapid,26,black
1610,1555,English Opening,A10,Classical,37,white
2454,1977,French Defense,C00,Blitz,56,white
1755,1627,Italian Game,C50,Blitz,43,white
1288,1394,King's Indian Defense,E60,Blitz,25,black
1791,1646,London System,D02,Blitz,73,draw
1391,1445,Ruy Lopez,C60,Blitz,46,white
1353,1426,Scandinavian Defense,B01,Rapid,69,black
1773,1637,Scandinavian Defense,B01,Bullet,20,white
1509,1504,London System,D02,Rapid,69,white
1584,1542,French Defense,C00,Bullet,65,white
1504,1502,French Defense,C00,Classical,33,black
1601,1551,French Defense,C00,Bullet,62,black
1627,1563,Slav Defense,D10,Bullet,46,black
919,1210,Slav Defense,D10,Rapid,47,white
1700,1600,French Defense,C00,Rapid,55,white
1205,1352,Pirc Defense,B07,Rapid,59,white
1067,1283,King's Indian Defense,E60,Classical,31,black
1482,1491,French Defense,C00,Bullet,42,white
1525,1512,Sicilian Defense,B20,Rapid,41,black
1292,1396,English Opening,A10,Blitz,54,draw
1749,1624,English Opening,A10,Blitz,26,white
1097,1298,Pirc Defense,B07,Blitz,31,draw
1378,1439,Scandinavian Defense,B01,Bullet,69,black
1325,1413,Sicilian Defense,B20,Blitz,59,black
1486,1493,King's Indian Defense,E60,Rapid,63,black
1584,1542,Scandinavian Defense,B01,Bullet,65,white
1198,1349,Caro-Kann Defense,B10,Classical,28,black
1717,1608,Caro-Kann Defense,B10,Blitz,46,white
1519,1510,London System,D02,Bullet,59,white
932,1216,English Opening,A10,Blitz,54,white
912,1206,Scandinavian Defense,B01,Bullet,23,black
1496,1498,Caro-Kann Defense,B10,Bullet,56,white
1434,1467,Queen's Gambit,D06,Blitz,44,black
1469,1485,King's Indian Defense,E60,Bullet,26,white
1492,1496,Pirc Defense,B07,Bullet,70,draw
1568,1534,English Opening,A10,Rapid,37,white
1784,1642,Scandinavian Defense,B01,Bullet,40,white
1167,1334,Italian Game,C50,Rapid,67,white
1148,1324,Pirc Defense,B07,Rapid,34,black
1172,1336,Ruy Lopez,C60,Bullet,49,black
1587,1544,Pirc Defense,B07,Blitz,24,black
1873,1686,Caro-Kann Defense,B10,Bullet,21,white
1371,1436,Pirc Defense,B07,Blitz,81,draw
749,1124,Slav Defense,D10,Bullet,31,black
989,1245,London System,D02,Classical,60,black
1250,1375,Slav Defense,D10,Bullet,33,white
1333,1417,English Opening,A10,Blitz,66,black
1377,1438,Slav Defense,D10,Bullet,40,black
1512,1506,Ruy Lopez,C60,Bullet,58,white
1406,1453,Sicilian Defense,B20,Blitz,58,black
1815,1658,King's Indian Defense,E60,Blitz,43,white
1297,1398,London System,D02,Classical,50,black
1241,1370,London System,D02,Bullet,23,black
1644,1572,King's Indian Defense,E60,Bullet,35,white
1039,1269,King's Indian Defense,E60,Blitz,43,black
1617,1559,English Opening,A10,Blitz,61,black
1531,1516,Slav Defense,D10,Rapid,41,black
1456,1478,Slav Defense,D10,Classical,60,white
1976,1738,Italian Game,C50,Rapid,29,white
1313,1406,English Opening,A10,Bullet,43,black
2118,1809,French Defense,C00,Blitz,67,white
1432,1466,London System,D02,Rapid,28,black
1117,1309,King's Indian Defense,E60,Blitz,54,black
1521,1511,Pirc Defense,B07,Blitz,59,white
1177,1338,Caro-Kann Defense,B10,Bullet,69,white
1274,1387,Scandinavian Defense,B01,Blitz,65,black
1619,1559,Italian Game,C50,Rapid,35,black
1667,1584,Pirc Defense,B07,Bullet,65,white
1313,1406,Italian Game,C50,Classical,44,white
1796,1648,French Defense,C00,Blitz,46,black
1847,1673,Slav Defense,D10,Bullet,27,white
1931,1716,Pirc Defense,B07,Bullet,50,white
1659,1580,Caro-Kann Defense,B10,Bullet,26,black
1909,1704,Caro-Kann Defense,B10,Blitz,64,white
936,1218,Sicilian Defense,B20,Bullet,21,black
1405,1453,Pirc Defense,B07,Blitz,42,black
1240,1370,Sicilian Defense,B20,Rapid,67,black
1536,1518,Sicilian Defense,B20,Blitz,52,draw
1329,1415,Caro-Kann Defense,B10,Bullet,64,black
1450,1475,Sicilian Defense,B20,Blitz,62,black
2065,1783,Italian Game,C50,Rapid,56,black
1449,1474,English Opening,A10,Blitz,63,white
1624,1562,Scandinavian Defense,B01,Bullet,20,white
1430,1465,Queen's Gambit,D06,Blitz,50,black
1523,1512,London System,D02,Blitz,56,black
1502,1501,English Opening,A10,Blitz,29,black
1634,1567,Ruy Lopez,C60,Bullet,63,black
1850,1675,Scandinavian Defense,B01,Classical,41,white
1994,1747,English Opening,A10,Bullet,20,white
1593,1547,London System,D02,Bullet,20,white
1677,1589,Italian Game,C50,Bullet,67,draw
1155,1328,Ruy Lopez,C60,Blitz,23,black
1474,1487,Queen's Gambit,D06,Blitz,50,black
1782,1641,French Defense,C00,Bullet,49,draw
1760,1630,Slav Defense,D10,Blitz,39,white
1563,1531,Scandinavian Defense,B01,Blitz,38,white
1766,1633,King's Indian Defense,E60,Bullet,45,white
1647,1573,King's Indian Defense,E60,Classical,60,white
1860,1680,Slav Defense,D10,Blitz,22,white
1587,1544,Caro-Kann Defense,B10,Bullet,35,white
1393,1446,Ruy Lopez,C60,Classical,56,black
1601,1551,Italian Game,C50,Rapid,44,white
621,1061,Queen's Gambit,D06,Blitz,22,black
1615,1558,English Opening,A10,Rapid,51,white
600,1147,Caro-Kann Defense,B10,Blitz,42,white
983,1242,Caro-Kann Defense,B10,Blitz,35,white
1636,1568,Caro-Kann Defense,B10,Rapid,39,white
1643,1571,Pirc Defense,B07,Rapid,57,black
1151,1325,Pirc Defense,B07,Bullet,45,black
1286,1393,Italian Game,C50,Blitz,63,white
1911,1705,Italian Game,C50,Blitz,68,black
1355,1428,Ruy Lopez,C60,Bullet,46,black
2173,1837,Slav Defense,D10,Classical,39,black
1499,1499,Caro-Kann Defense,B10,Blitz,79,draw
1622,1561,Slav Defense,D10,Blitz,32,white
1985,1742,English Opening,A10,Blitz,47,white
1539,1519,King's Indian Defense,E60,Blitz,31,white
1199,1349,Queen's Gambit,D06,Bullet,51,white
1467,1483,French Defense,C00,Classical,23,white
1489,1494,Italian Game,C50,Blitz,28,white
1091,1296,King's Indian Defense,E60,Blitz,29,black
1423,1461,Queen's Gambit,D06,Blitz,66,black
1277,1388,Queen's Gambit,D06,Bullet,41,white
1777,1638,Sicilian Defense,B20,Bullet,67,white
1510,1505,London System,D02,Blitz,37,black
1415,1457,Pirc Defense,B07,Bullet,58,white
1468,1484,Caro-Kann Defense,B10,Blitz,60,black
1567,1534,King's Indian Defense,E60,Rapid,73,draw
1685,1592,Pirc Defense,B07,Blitz,26,white
1200,1350,King's Indian Defense,E60,Blitz,50,white
1188,1344,English Opening,A10,Blitz,26,black
1831,1665,Caro-Kann Defense,B10,Bullet,44,white
1376,1438,King's Indian Defense,E60,Classical,30,white
1075,1288,King's Indian Defense,E60,Blitz,25,draw
1633,1566,Scandinavian Defense,B01,Bullet,54,white
1639,1569,English Opening,A10,Bullet,31,black
1041,1271,King's Indian Defense,E60,Classical,48,black
1569,1535,Sicilian Defense,B20,Bullet,63,black
1721,1611,Slav Defense,D10,Blitz,58,white
1612,1556,Slav Defense,D10,Bullet,58,white
1690,1595,Ruy Lopez,C60,Bullet,23,black
1079,1290,Queen's Gambit,D06,Rapid,37,black
1599,1549,Pirc Defense,B07,Bullet,34,white
1409,1454,Queen's Gambit,D06,Bullet,38,white
1355,1427,London System,D02,Blitz,43,black
1761,1630,London System,D02,Rapid,75,draw
1944,1722,Slav Defense,D10,Blitz,36,white
2038,1769,Sicilian Defense,B20,Bullet,52,black
1894,1697,Caro-Kann Defense,B10,Classical,25,black
1467,1483,King's Indian Defense,E60,Blitz,20,black
1606,1553,Slav Defense,D10,Rapid,39,white
1730,1615,Ruy Lopez,C60,Rapid,47,white
1536,1518,Queen's Gambit,D06,Blitz,25,black
1539,1519,Ruy Lopez,C60,Blitz,45,black
1747,1623,London System,D02,Blitz,25,black
1482,1491,Pirc Defense,B07,Rapid,52,white
1281,1390,Italian Game,C50,Rapid,50,black
1376,1438,Ruy Lopez,C60,Classical,60,white
1690,1595,Queen's Gambit,D06,Blitz,20,black
1501,1501,Slav Defense,D10,Bullet,66,black
1602,1551,Caro-Kann Defense,B10,Blitz,67,white
1701,1600,Queen's Gambit,D06,Blitz,29,white
1388,1444,Queen's Gambit,D06,Blitz,61,black
1727,1614,English Opening,A10,Rapid,50,black
1614,1557,French Defense,C00,Blitz,41,black
1130,1315,Italian Game,C50,Bullet,33,black
1933,1717,London System,D02,Blitz,37,white
1350,1425,Caro-Kann Defense,B10,Blitz,27,white
1003,1251,Queen's Gambit,D06,Classical,39,black
1186,1343,Scandinavian Defense,B01,Blitz,64,black
1194,1347,Scandinavian Defense,B01,Blitz,48,black
1516,1508,Italian Game,C50,Blitz,37,black
1418,1459,Sicilian Defense,B20,Blitz,31,black
1399,1450,Sicilian Defense,B20,Bullet,68,black
1686,1593,London System,D02,Rapid,50,black
1602,1551,English Opening,A10,Classical,48,white
1595,1548,London System,D02,Blitz,68,white
1623,1562,English Opening,A10,Blitz,40,white
1685,1593,French Defense,C00,Bullet,47,black
868,1184,English Opening,A10,Blitz,32,black
1391,1446,Scandinavian Defense,B01,Blitz,41,white
846,1173,French Defense,C00,Rapid,33,black
1511,1506,Slav Defense,D10,Bullet,28,white
1499,1500,Slav Defense,D10,Rapid,47,white
1814,1657,London System,D02,Bullet,47,white
1856,1678,Pirc Defense,B07,Blitz,60,white
1561,1531,French Defense,C00,Blitz,31,white
1350,1425,Italian Game,C50,Bullet,63,black
1646,1573,Caro-Kann Defense,B10,Blitz,44,black
1342,1421,Scandinavian Defense,B01,Rapid,24,white
1500,1500,London System,D02,Blitz,36,white
1796,1648,French Defense,C00,Bullet,64,white
1333,1417,Queen's Gambit,D06,Blitz,40,black
1742,1621,Caro-Kann Defense,B10,Blitz,36,white
1703,1601,London System,D02,Blitz,29,black
1214,1357,Sicilian Defense,B20,Blitz,52,black
1792,1646,Queen's Gambit,D06,Bullet,45,black
1710,1605,Ruy Lopez,C60,Blitz,49,white
1531,1516,London System,D02,Rapid,43,white
1271,1385,Caro-Kann Defense,B10,Rapid,22,black
1242,1371,Italian Game,C50,Bullet,47,black
1339,1420,Queen's Gambit,D06,Blitz,24,black
1663,1582,Sicilian Defense,B20,Blitz,59,white
1213,1356,Caro-Kann Defense,B10,Bullet,41,black
1631,1565,Pirc Defense,B07,Blitz,26,black
1127,1313,King's Indian Defense,E60,Bullet,44,black
1439,1470,Slav Defense,D10,Bullet,36,black
1533,1517,Scandinavian Defense,B01,Blitz,56,draw
2234,1867,Slav Defense,D10,Bullet,67,white
1087,1294,Queen's Gambit,D06,Rapid,34,black
1942,1721,Pirc Defense,B07,Bullet,34,black
1545,1523,Ruy Lopez,C60,Blitz,38,black
1623,1561,Caro-Kann Defense,B10,Blitz,43,white
1536,1518,Scandinavian Defense,B01,Rapid,40,white
1633,1566,Queen's Gambit,D06,Rapid,54,white
1454,1477,Queen's Gambit,D06,Blitz,37,white
1936,1718,Italian Game,C50,Blitz,31,white
1363,1431,Sicilian Defense,B20,Bullet,35,white
1840,1670,King's Indian Defense,E60,Blitz,33,white
1307,1404,Pirc Defense,B07,Bullet,61,black
1482,1491,Ruy Lopez,C60,Blitz,20,black
1178,1339,Caro-Kann Defense,B10,Bullet,50,draw
1637,1569,Pirc Defense,B07,Rapid,36,black
1934,1717,London System,D02,Blitz,45,black
1477,1489,Sicilian Defense,B20,Blitz,44,white
1441,1471,King's Indian Defense,E60,Blitz,50,white
1166,1333,Italian Game,C50,Bullet,48,white
1431,1465,Ruy Lopez,C60,Bullet,37,black
1022,1261,Ruy Lopez,C60,Classical,22,black
1226,1363,English Opening,A10,Rapid,20,white
1568,1534,Ruy Lopez,C60,Bullet,64,black
1896,1698,Queen's Gambit,D06,Rapid,28,white
2343,1922,Ruy Lopez,C60,Blitz,32,white
1324,1412,French Defense,C00,Bullet,50,white
1931,1716,English Opening,A10,Blitz,67,black
1573,1536,French Defense,C00,Bullet,38,white
1455,1478,Queen's Gambit,D06,Bullet,27,black
1630,1565,King's Indian Defense,E60,Blitz,24,black
1519,1510,English Opening,A10,Bullet,35,white
1533,1516,Sicilian Defense,B20,Rapid,88,draw
1378,1439,Slav Defense,D10,Blitz,61,black
